cell_id,pooler,workload,clients,pool_size,protocol,churn,duration_s,n,status,tps_median,tps_min,tps_max,tps_cv,p50_ms,p90_ms,p99_ms,p999_ms
M2-I1,direct,select-only,100,10,simple,False,60,3,measured,30966.898993,29472.194493,31472.379853,0.03394778395042034,3.127,4.083,15.051889999999897,22.582
M2-I1,pgagroal,select-only,100,10,simple,False,60,3,measured,342.613607,336.834286,3897.470468,1.3463652500244419,2.016,6.600800000000003,1116.5720999999953,58620.72501
M2-I10,direct,tpcb-like,50,10,simple,False,60,3,measured,3493.55919,3490.455715,3530.21509,0.006309649029780486,10.92,26.701,59.27382999999996,101.69877600000054
M2-I10,odyssey,tpcb-like,50,10,simple,False,60,3,measured,2688.983944,2682.86703,2709.941659,0.0052707548383195725,18.368,20.028,22.73403,38.70338399999991
M2-I11,direct,select-only,100,10,simple,False,60,3,measured,24353.073723,24298.295226,24600.606233,0.006596624131244604,4.001,5.093,18.797,27.026022000000115
M2-I11,pgcat,select-only,100,10,simple,False,60,3,measured,16510.515147,16415.226332,16870.12252,0.01445334038553911,6.038,6.76,7.302,7.898999999999999
M2-I12,direct,tpcb-like,50,10,simple,False,60,3,measured,3836.12664,3796.131365,3875.530519,0.010349497819132282,9.969,24.334100000000007,53.96904999999996,92.37725999999942
M2-I12,pgcat,tpcb-like,50,10,simple,False,60,3,measured,2868.067272,2833.987021,2890.136856,0.009876945543298812,17.449,18.686899999999994,20.131,25.749482000000192
M2-I13,direct,select-only,100,10,simple,False,60,3,measured,24353.439914,23591.482948,24355.673836,0.01828044469372611,3.883,5.227,19.024,26.976
M2-I13,pgpool,select-only,100,10,simple,False,60,3,measured,16596.544526,15743.310954,16722.057297,0.032564419477499475,4.938,9.82,22.869,35.37102399999997
M2-I14,direct,tpcb-like,50,10,simple,False,60,3,measured,3459.531925,3458.969207,3465.953416,0.0011209371087839842,10.954,27.091,61.209799999999994,104.69897199999977
M2-I14,pgpool,tpcb-like,50,10,simple,False,60,3,measured,2544.533995,2532.680791,2571.945599,0.007898747154890173,14.894,36.23060000000001,81.30473999999985,133.89561800000266
M2-I15,direct,select-only,100,10,simple,False,60,3,measured,24554.675759,24434.415398,24583.887443,0.0032303872322811057,3.867,5.152,18.761,26.482
M2-I15,pgpool,select-only,100,10,simple,False,60,3,timeout/inconclusive,,,,,,,,
M2-I16,direct,tpcb-like,50,10,simple,False,60,3,measured,3416.213433,3409.57571,3472.637983,0.010094408048035478,11.092,27.35,61.32849999999997,104.36937000000084
M2-I16,pgpool,tpcb-like,50,10,simple,False,60,3,measured,2550.024659,2480.331671,2560.375809,0.017205506394221963,14.842,36.105300000000014,82.4421700000003,137.6993760000011
M2-I2,direct,tpcb-like,50,10,simple,False,60,3,measured,2348.515895,2291.710284,2528.335904,0.05169538323656699,8.172,47.33399999999999,214.61996000000113,427.27817000000186
M2-I2,pgagroal,tpcb-like,50,10,simple,False,60,3,measured,289.179567,266.176813,355.119764,0.1521177217167675,14.283999999999999,85.3325,310.7865,59726.44425
M2-I3,direct,select-only,100,10,simple,False,60,3,measured,30256.682845,29383.315868,31144.729385,0.029103472747322272,3.186,4.166,15.324,22.648729999999983
M2-I3,pgagroal,select-only,100,10,simple,False,60,3,measured,2583.629729,2251.850987,2786.065452,0.10616125340033669,1.069,3.092,24.53192999999947,1090.7808340000738
M2-I4,direct,tpcb-like,50,10,simple,False,60,3,measured,2674.020082,2192.605118,3026.043858,0.15902985958995278,8.319,40.5,156.16160000000002,345.34860000000003
M2-I4,pgagroal,tpcb-like,50,10,simple,False,60,3,measured,420.605647,413.318221,552.063019,0.16901828177706432,7.907,67.28049999999999,248.97775,59836.3688
M2-I5,direct,select-only,100,10,simple,False,60,3,measured,31236.603912,30786.540148,31385.863664,0.010020108395705093,3.12,3.947,14.925,22.399006000000053
M2-I5,pgbouncer,select-only,100,10,simple,False,60,3,measured,26346.868736,26332.120882,26551.240328,0.004637378433559272,3.606,4.514,5.226,6.133
M2-I6,direct,tpcb-like,50,10,simple,False,60,3,measured,1839.629579,1585.308692,1981.453903,0.1113776940304762,9.23,65.03609999999999,256.1707799999989,517.0296669999973
M2-I6,pgbouncer,tpcb-like,50,10,simple,False,60,3,measured,1222.413476,1207.144156,1478.053329,0.11684368782993018,16.639,97.342,286.15100000000024,506.86162399999864
M2-I7,direct,select-only,100,10,simple,False,60,3,measured,24394.183965,24234.192339,24725.898977,0.01025712179125892,3.88,5.215,18.476,26.317
M2-I7,odyssey,select-only,100,10,simple,False,60,3,measured,11630.886256,11585.833009,11679.944493,0.004046513713878083,8.482,9.471,10.616,11.931881999999984
M2-I8,direct,tpcb-like,50,10,simple,False,60,3,measured,3482.878844,3395.416377,3491.147905,0.015346511896387032,10.997,26.705,59.05371999999997,101.34299800000159
M2-I8,odyssey,tpcb-like,50,10,simple,False,60,3,measured,2760.190588,2751.929593,2792.744214,0.007794925623848752,17.871,19.71,22.23,32.137315000000555
M2-I9,direct,select-only,100,10,simple,False,60,3,measured,24565.250505,23982.185777,24699.07916,0.01561240325851147,3.863,5.166,18.70873999999999,26.43421200000029
M2-I9,odyssey,select-only,100,10,simple,False,60,3,measured,11848.525729,11699.1227,11945.116484,0.010475780966371712,8.38,8.994,9.723,10.999
M2-P1,direct,tpcb-like,50,10,prepared,False,60,3,measured,4113.376006,3998.857035,4217.965933,0.02666427472225668,8.68,23.923,56.49154999999999,100.7536100000001
M2-P1,pgagroal,tpcb-like,50,10,prepared,False,60,3,timeout/inconclusive,,,,,,,,
M2-P2,direct,tpcb-like,50,10,prepared,False,60,3,measured,4211.042525,4118.853104,4247.505524,0.01581579998830065,8.585,23.249300000000016,54.087729999999894,96.06887899999927
M2-P2,pgbouncer,tpcb-like,50,10,prepared,False,60,3,timeout/inconclusive,,,,,,,,
M2-P3,direct,tpcb-like,50,10,prepared,False,60,3,measured,4199.079278,4116.24448,4202.53539,0.011707982592549794,8.499,23.437,55.31091000000001,97.22193700000156
M2-P3,pgbouncer,tpcb-like,50,10,prepared,False,60,3,timeout/inconclusive,,,,,,,,
M2-P4,direct,tpcb-like,50,10,prepared,False,60,3,measured,3688.104491,3683.815329,3746.996309,0.009525544829025031,6.237,30.99279999999999,113.32658000000022,217.9449579999993
M2-P4,odyssey,tpcb-like,50,10,prepared,False,60,3,measured,1025.506241,1012.574857,1361.118018,0.17439783937273545,29.5905,92.4283,232.69141999999988,355.26962
M2-P5,direct,tpcb-like,50,10,prepared,False,60,3,measured,3956.286517,3735.371345,4155.976399,0.0532743741910327,6.044499999999999,28.258,94.16071999999997,220.73349599999912
M2-P5,pgcat,tpcb-like,50,10,prepared,False,60,3,timeout/inconclusive,,,,,,,,
M2-P6,direct,tpcb-like,50,10,prepared,False,60,3,measured,3809.666145,3223.494782,3850.206997,0.09667474559255047,6.17,30.54720000000001,114.17044999999989,243.5367749999993
M2-P6,odyssey,tpcb-like,50,10,prepared,False,60,1,N/A (unsupported),,,,,,,,
M2-P6,pgpool,tpcb-like,50,10,prepared,False,60,3,measured,1841.39553,1839.980639,1879.184108,0.011997143055481725,16.185,55.2527,155.97715999999963,333.4909039999994
M2-S1,direct,select-only,100,10,simple,False,60,3,measured,25012.560867,24904.897245,25107.852949,0.004060256810280649,3.785,5.068,18.551,26.289
M2-S1,pgagroal,select-only,100,10,simple,False,60,3,timeout/inconclusive,,,,,,,,
M2-S10,direct,tpcb-like,50,10,simple,False,60,3,measured,3282.709074,3278.10256,3494.257568,0.036843758616917105,11.348,29.1,65.35891,112.83159800000342
M2-S10,pgcat,tpcb-like,50,10,simple,False,60,3,measured,2677.032967,2632.015901,2758.01346,0.023744133468037346,3.542,4.692,6.57651999999999,19.696140000000014
M2-S11,direct,select-only,100,10,simple,False,60,3,measured,22734.381729,22713.163545,24662.420217,0.04789600047823411,4.057,5.947,19.44652000000002,27.40770399999991
M2-S11,pgpool,select-only,100,10,simple,False,60,3,measured,15154.927182,14801.798876,15199.599244,0.01447784741705123,5.54,11.749,25.635929999999934,38.109503999999845
M2-S12,direct,tpcb-like,50,10,simple,False,60,3,measured,3461.528307,3377.056863,3517.97694,0.020544334972992073,10.913,27.207,61.36948000000001,102.60411599999786
M2-S12,pgpool,tpcb-like,50,10,simple,False,60,3,measured,2533.166721,2404.401671,2581.548648,0.03653193766144122,14.8865,36.231,83.84035999999999,141.8756450000034
M2-S13,direct,select-only,100,10,simple,False,60,3,measured,24945.28057,24675.016406,25088.404422,0.00842983298732536,3.802,4.985,18.747,26.694602999999653
M2-S13,pgcat,select-only,100,10,simple,False,60,3,measured,16145.952028,15788.946692,16335.048673,0.01723555817621496,0.62,0.78,0.98,1.491
M2-S14,direct,tpcb-like,50,10,simple,False,60,3,measured,3184.311162,3043.942413,4084.642628,0.16427179237915446,5.148,25.275600000000033,186.90043999999995,387.1253799999969
M2-S14,pgcat,tpcb-like,50,10,simple,False,60,3,measured,2086.701567,1247.403333,3249.367898,0.458113325758352,1.859,3.554,90.65087999999997,266.50284000000033
M2-S15,direct,select-only,100,10,simple,False,60,3,measured,23024.870362,22540.110143,24507.885259,0.04389233954465451,4.009,5.887,19.754,27.656
M2-S15,pgbouncer,select-only,100,10,simple,False,60,3,measured,17705.585291,17374.043851,18123.493396,0.021176572776527458,0.542,0.744,1.03,1.5119830000000074
M2-S16,direct,tpcb-like,50,10,simple,False,60,3,measured,3435.051338,3388.277547,3485.902863,0.014208677459292107,11.024,27.474400000000024,60.64700999999995,105.33770699999997
M2-S16,pgbouncer,tpcb-like,50,10,simple,False,60,3,measured,2635.697409,2623.546163,2659.304919,0.0068886357681307245,3.603,4.776,6.689,19.52748800000013
M2-S2,direct,tpcb-like,50,10,simple,False,60,3,measured,2642.779666,1796.787879,2991.230637,0.2479879073598404,5.362,39.09460000000001,249.9769700000001,494.06651600000777
M2-S2,pgagroal,tpcb-like,50,10,simple,False,60,3,timeout/inconclusive,,,,,,,,
M2-S3,direct,select-only,100,10,simple,False,60,3,measured,25000.187033,24973.648077,25054.032688,0.0016377122758005351,3.786,5.032,18.574,26.27970500000031
M2-S3,pgagroal,select-only,100,10,simple,False,60,3,timeout/inconclusive,,,,,,,,
M2-S4,direct,tpcb-like,50,10,simple,False,60,3,measured,1748.06248,1455.323575,3882.907182,0.5610131608411825,5.863,77.02250000000005,327.35161999999997,584.235348000004
M2-S4,pgagroal,tpcb-like,50,10,simple,False,60,3,timeout/inconclusive,,,,,,,,
M2-S5,direct,select-only,100,10,simple,False,60,3,measured,24993.574974,24963.389682,25082.086779,0.00246634583578005,3.79,4.997,18.609,27.00895399999991
M2-S5,pgbouncer,select-only,100,10,simple,False,60,3,measured,18422.939512,18391.719451,18478.820993,0.002394250232642628,0.521,0.716,0.989,1.485
M2-S6,direct,tpcb-like,50,10,simple,False,60,3,measured,3822.081112,1294.109138,3937.354791,0.49502626800319255,5.397,24.8695,163.28423999999987,318.29887499999995
M2-S6,pgbouncer,tpcb-like,50,10,simple,False,60,3,measured,1248.93066,1159.953823,3250.414862,0.6266219071430167,1.79,5.617,157.85929999999956,396.00750000000096
M2-S7,direct,select-only,100,10,simple,False,60,3,measured,22625.690647,22445.568381,22995.784843,0.012363732793605994,4.075,6.114,19.721,28.170743000000016
M2-S7,odyssey,select-only,100,10,simple,False,60,3,measured,20476.224423,20329.504512,21560.19037,0.03233484595352936,0.459,0.711,0.974,1.359
M2-S8,direct,tpcb-like,50,10,simple,False,60,3,measured,3366.18019,3235.324433,3405.374146,0.026695762140182336,11.214,28.026600000000006,62.883640000000014,109.18539999999962
M2-S8,odyssey,tpcb-like,50,10,simple,False,60,3,measured,3079.418409,2994.570866,3093.538573,0.017517429579993866,3.061,4.206,6.096,18.1948309999998
M2-S9,direct,select-only,100,10,simple,False,60,3,measured,22888.834132,22581.515142,23101.119633,0.011429534909315624,4.021,6.006,19.512,27.470710999999895
M2-S9,pgcat,select-only,100,10,simple,False,60,3,measured,17664.37684,17513.491567,17772.585775,0.0073728300540085775,0.525,0.792,1.114,1.4988289999999107
M2-T1,direct,select-only,100,10,simple,False,60,3,measured,24652.770168,24106.41853,24737.765761,0.01398499882039333,3.847,5.108,18.726,26.51217599999998
M2-T1,pgagroal,select-only,100,10,simple,False,60,1,N/A (unsupported),,,,,,,,
M2-T1,pgbouncer,select-only,100,10,simple,False,60,3,measured,17005.028175,16941.224569,17303.243257,0.011311985551439583,5.772,6.406,7.486,8.377
M2-T1,pgcat,select-only,100,10,simple,False,60,1,N/A (unsupported),,,,,,,,
M2-T1,pgpool,select-only,100,10,simple,False,60,1,N/A (unsupported),,,,,,,,
M2-T2,direct,tpcb-like,50,10,simple,False,60,3,measured,3497.473348,3424.517804,3502.868367,0.012593415363633063,10.968,26.641700000000007,58.641309999999976,101.11878799999761
M2-T2,pgagroal,tpcb-like,50,10,simple,False,60,1,N/A (unsupported),,,,,,,,
M2-T2,pgbouncer,tpcb-like,50,10,simple,False,60,3,timeout/inconclusive,,,,,,,,
M2-T2,pgcat,tpcb-like,50,10,simple,False,60,1,N/A (unsupported),,,,,,,,
M2-T2,pgpool,tpcb-like,50,10,simple,False,60,1,N/A (unsupported),,,,,,,,
M2-T3,direct,select-only,100,10,simple,False,60,3,measured,24712.424805,24042.475748,24725.050955,0.015942763340951332,3.841,5.237,18.922,26.458999999999996
M2-T3,odyssey,select-only,100,10,simple,False,60,3,measured,11421.470337,11396.237622,11464.060171,0.002999796686181214,8.704,9.058,10.202,11.984763000000035
M2-T4,direct,tpcb-like,50,10,simple,False,60,3,measured,3367.790032,3318.021414,3511.092034,0.02949137876624136,11.175,27.969800000000017,63.26295999999999,110.29076000000038
M2-T4,odyssey,tpcb-like,50,10,simple,False,60,3,measured,1466.864004,1458.014378,1492.768588,0.012265189847606054,33.83,36.245,38.95042000000001,42.497720000000044
M2-W1,direct,simple-update,100,20,simple,False,60,3,measured,8647.694633,8372.298274,8750.942565,0.022785634042143763,11.105,16.538,27.122149999999966,50.10232500000007
M2-W1,pgagroal,simple-update,100,20,simple,False,60,3,timeout/inconclusive,,,,,,,,
M2-W10,direct,select-only,100,10,simple,True,60,3,measured,201.605311,200.555209,202.610955,0.005099214302679116,230.25650000000002,503.211,634.0166800000001,732.7787199999983
M2-W10,pgpool,select-only,100,10,simple,True,60,3,measured,207.616593,207.547746,207.667032,0.00028842119538691213,238.30149999999998,452.9671,526.33764,567.537297999999
M2-W2,direct,simple-update,100,20,simple,False,60,3,measured,8496.27949,7459.984431,8780.139213,0.08427625839922546,11.003,16.464,32.185939999999945,59.84984999999864
M2-W2,pgbouncer,simple-update,100,20,simple,False,60,3,measured,6214.591037,6154.68176,6403.555438,0.020757774114437404,2.895,3.892,10.197,27.574885999999886
M2-W3,direct,simple-update,100,20,simple,False,60,3,measured,8622.597085,7441.828362,8700.013397,0.08542029431143314,10.983,16.45,27.594719999999974,56.2840929999972
M2-W3,odyssey,simple-update,100,20,simple,False,60,3,measured,6857.655457,6706.692509,6926.782833,0.016478201288626402,2.598,3.6351000000000346,9.378699999999954,25.98009499999997
M2-W4,direct,simple-update,100,20,simple,False,60,3,measured,6197.744744,6169.119062,6368.547416,0.01726633298471757,15.59,22.49,38.93043999999995,100.43176799999362
M2-W4,pgcat,simple-update,100,20,simple,False,60,3,measured,5050.245226,5023.308588,5052.533199,0.0032234378923093393,3.85,4.87,6.041,9.071905000000028
M2-W5,direct,simple-update,100,20,simple,False,60,3,measured,6257.575389,5610.873033,6343.80348,0.0659873146403557,14.965,22.104,44.1236999999999,180.62475400000386
M2-W5,pgpool,simple-update,100,20,simple,False,60,3,measured,4477.191204,4089.053621,4507.521924,0.053543956882649284,20.004,32.343,51.77012,101.94943200000037
M2-W6,direct,select-only,100,10,simple,True,60,3,measured,200.094921,200.000013,201.046715,0.002888825624534738,231.4065,500.71639999999996,630.6252800000003,723.2697600000012
M2-W6,pgagroal,select-only,100,10,simple,True,60,3,timeout/inconclusive,,,,,,,,
M2-W7,direct,select-only,100,10,simple,True,60,3,measured,203.222549,201.135086,203.276113,0.0060280737944759305,227.6895,511.62510000000003,648.3869400000004,770.8986469999995
M2-W7,pgbouncer,select-only,100,10,simple,True,60,3,measured,391.785895,390.494696,392.234856,0.002307535002798901,229.685,246.158,254.67688,260.8368559999998
M2-W8,direct,select-only,100,10,simple,True,60,3,measured,200.849082,200.69974,203.42219,0.007589711734062818,230.47,507.21450000000004,646.7930799999997,747.1980099999996
M2-W8,odyssey,select-only,100,10,simple,True,60,3,measured,4834.785903,4805.594706,4867.680753,0.006422931762965283,18.953,20.696,22.402,24.768864999999987
M2-W9,direct,select-only,100,10,simple,True,60,3,measured,202.598177,200.907857,202.734392,0.005035183276593576,229.5855,501.52160000000003,633.0585299999996,726.2527200000004
M2-W9,pgcat,select-only,100,10,simple,True,60,3,measured,4434.984628,4432.556789,4451.217291,0.0022852744540750583,20.284,22.204,24.02920000000001,26.072160000000146
