step,loss,lr,train_tokens
0,4.319508075714111,2.9999999999999997e-06,528
200,4.228583335876465,0.0002909538931178862,106128
400,4.192944526672363,0.000225,211728
600,4.132708549499512,0.00012395277334996044,317328
800,4.118932723999023,3.509333353215331e-05,422928
999,4.115711212158203,9.138513314410623e-10,528000
