step,loss,lr,train_tokens
0,4.35411262512207,2.9999999999999997e-06,528
100,4.210025310516357,0.0003,53328
200,4.149624347686768,0.00029912069357315393,106128
300,3.9688634872436523,0.000296493083356513,158928
400,3.83795166015625,0.00029214797567742035,211728
500,3.7297720909118652,0.0002861363129506435,264528
600,3.613748550415039,0.00027852857642513836,317328
700,3.45766282081604,0.00026941395985584653,370128
800,3.4209461212158203,0.0002588993237884696,422928
900,3.360994577407837,0.00024710794271727413,475728
1000,3.2811484336853027,0.00023417805980435736,528528
1100,3.2932021617889404,0.00022026126610496852,581328
1200,3.2592833042144775,0.00020552072330098716,634128
1300,3.202094078063965,0.00019012925077938314,686928
1400,3.2093868255615234,0.00017426729948291474,739728
1500,3.1898984909057617,0.0001581208362878126,792528
1600,3.1556236743927,0.00014187916371218736,845328
1700,3.1459574699401855,0.0001257327005170853,898128
1800,3.1243479251861572,0.00010987074922061689,950928
1900,3.1264307498931885,9.447927669901282e-05,1003728
2000,3.12397837638855,7.973873389503149e-05,1056528
2100,3.0929720401763916,6.582194019564266e-05,1109328
2200,3.144706964492798,5.289205728272586e-05,1162128
2300,3.0819883346557617,4.1100676211530404e-05,1214928
2400,3.0889840126037598,3.058604014415343e-05,1267728
2500,3.1137380599975586,2.147142357486164e-05,1320528
2600,3.0763907432556152,1.3863687049356464e-05,1373328
2700,3.0848774909973145,7.852024322579648e-06,1426128
2800,3.099015712738037,3.506916643487001e-06,1478928
2900,3.109898328781128,8.793064268460604e-07,1531728
2999,3.099200963973999,8.801667749636088e-11,1584000
