step,loss,lr,train_tokens
0,4.364307403564453,2.9999999999999997e-06,528
100,4.190214157104492,0.0003,53328
200,4.054427623748779,0.00029912069357315393,106128
300,3.8745081424713135,0.000296493083356513,158928
400,3.7485084533691406,0.00029214797567742035,211728
500,3.7355337142944336,0.0002861363129506435,264528
600,3.670468807220459,0.00027852857642513836,317328
700,3.654956579208374,0.00026941395985584653,370128
800,3.605523109436035,0.0002588993237884696,422928
900,3.532541275024414,0.00024710794271727413,475728
1000,3.4136569499969482,0.00023417805980435736,528528
1100,3.321855306625366,0.00022026126610496852,581328
1200,3.286560535430908,0.00020552072330098716,634128
1300,3.253889799118042,0.00019012925077938314,686928
1400,3.206024646759033,0.00017426729948291474,739728
1500,3.148491144180298,0.0001581208362878126,792528
1600,3.154139757156372,0.00014187916371218736,845328
1700,3.152811050415039,0.0001257327005170853,898128
1800,3.1676690578460693,0.00010987074922061689,950928
1900,3.1502227783203125,9.447927669901282e-05,1003728
2000,3.151113748550415,7.973873389503149e-05,1056528
2100,3.1151123046875,6.582194019564266e-05,1109328
2200,3.1353392601013184,5.289205728272586e-05,1162128
2300,3.1585254669189453,4.1100676211530404e-05,1214928
2400,3.1253764629364014,3.058604014415343e-05,1267728
2500,3.1074318885803223,2.147142357486164e-05,1320528
2600,3.1119601726531982,1.3863687049356464e-05,1373328
2700,3.1170766353607178,7.852024322579648e-06,1426128
2800,3.125,3.506916643487001e-06,1478928
2900,3.085869312286377,8.793064268460604e-07,1531728
2999,3.106595993041992,8.801667749636088e-11,1584000
