step,loss,lr,train_tokens
0,4.330949306488037,2.9999999999999997e-06,528
100,4.284485340118408,0.0003,53328
200,4.2490458488464355,0.00029912069357315393,106128
300,4.146304607391357,0.000296493083356513,158928
400,4.1470208168029785,0.00029214797567742035,211728
500,4.130741119384766,0.0002861363129506435,264528
600,4.100532531738281,0.00027852857642513836,317328
700,3.9361255168914795,0.00026941395985584653,370128
800,3.8833463191986084,0.0002588993237884696,422928
900,3.785602569580078,0.00024710794271727413,475728
1000,3.6675758361816406,0.00023417805980435736,528528
1100,3.6230721473693848,0.00022026126610496852,581328
1200,3.579448938369751,0.00020552072330098716,634128
1300,3.5102219581604004,0.00019012925077938314,686928
1400,3.4713785648345947,0.00017426729948291474,739728
1500,3.4110782146453857,0.0001581208362878126,792528
1600,3.3884665966033936,0.00014187916371218736,845328
1700,3.3292150497436523,0.0001257327005170853,898128
1800,3.315706968307495,0.00010987074922061689,950928
1900,3.3344836235046387,9.447927669901282e-05,1003728
2000,3.300703287124634,7.973873389503149e-05,1056528
2100,3.292417287826538,6.582194019564266e-05,1109328
2200,3.266256332397461,5.289205728272586e-05,1162128
2300,3.224719524383545,4.1100676211530404e-05,1214928
2400,3.221891403198242,3.058604014415343e-05,1267728
2500,3.236901044845581,2.147142357486164e-05,1320528
2600,3.23966908454895,1.3863687049356464e-05,1373328
2700,3.2605080604553223,7.852024322579648e-06,1426128
2800,3.2043566703796387,3.506916643487001e-06,1478928
2900,3.2006311416625977,8.793064268460604e-07,1531728
2999,3.216805934906006,8.801667749636088e-11,1584000
