model,length,bpb,ppl,delta_vs_1x,gap_vs_baseline,seed,n_tokens,random_init,params
transformer-tiny,64,13.374126576817291,10617.279869498534,0.0,0.0,0,127,True,29366784
transformer-tiny,128,13.15616389163966,9128.511336883093,-0.21796268517763195,0.0,0,191,True,29366784
transformer-tiny,256,13.304098113550987,10114.22469168942,-0.07002846326630419,0.0,0,319,True,29366784
