model,T,state_bytes,ms_per_token_median,ms_p90,hardware,dtype,torch,cuda,seed,random_init,params
p5-tiny,64,4718688,12.093657499917754,12.606294499710202,x86_64 x4 x86_64,fp32,2.14.0+cpu,cpu,0,True,29373756
p5-tiny,128,4718688,12.589086999923893,12.79032990023552,x86_64 x4 x86_64,fp32,2.14.0+cpu,cpu,0,True,29373756
p5-tiny,256,4718688,12.550328499855823,13.034775299820467,x86_64 x4 x86_64,fp32,2.14.0+cpu,cpu,0,True,29373756
